hora,estado,linea,loading_pct,I_A,P_bus1_MW,clave,cumple,ldf_ok
09:00,CON_SSFV,9276,0.5991,0.9286,0.019921,0,1,1
09:00,CON_SSFV,9277,0.5991,0.9286,0.019921,0,1,1
09:00,CON_SSFV,9299,1.2642,1.9595,0.042057,0,1,1
09:00,CON_SSFV,9300,1.2642,1.9595,0.042057,0,1,1
09:00,CON_SSFV,9301,1.2642,1.9595,0.042057,0,1,1
09:00,CON_SSFV,9302,0.2662,0.4125,0.008854,0,1,1
09:00,CON_SSFV,9320,0.3994,0.6190,0.013281,0,1,1
09:00,CON_SSFV,9321,0.3994,0.6190,0.013281,0,1,1
09:00,CON_SSFV,9322,0.3994,0.6190,0.013281,0,1,1
09:00,CON_SSFV,9323,0.3993,0.6190,0.013281,0,1,1
09:00,CON_SSFV,9341,0.4795,0.7432,-0.015937,0,1,1
09:00,CON_SSFV,9342,0.4795,0.7432,-0.015937,0,1,1
09:00,CON_SSFV,9344,0.9589,1.4864,0.031874,0,1,1
09:00,CON_SSFV,9345,0.7991,1.2386,0.026562,0,1,1
09:00,CON_SSFV,9351,0.1598,0.2477,0.005312,0,1,1
09:00,CON_SSFV,9352,0.1598,0.2477,0.005312,0,1,1
09:00,CON_SSFV,9783,0.5989,0.9284,0.019921,0,1,1
09:00,CON_SSFV,9784,0.5989,0.9284,0.019921,0,1,1
09:00,CON_SSFV,9785,0.5989,0.9284,0.019921,0,1,1
09:00,CON_SSFV,9811,0.2396,0.3714,0.007969,0,1,1
09:00,CON_SSFV,9822,0.2396,0.3714,0.007969,0,1,1
09:00,CON_SSFV,9823,0.2396,0.3714,0.007969,0,1,1
09:00,CON_SSFV,9824,0.2396,0.3714,0.007969,0,1,1
09:00,CON_SSFV,9839,2.5367,3.9318,-0.084321,0,1,1
09:00,CON_SSFV,9840,2.6042,4.0365,-0.086565,0,1,1
09:00,CON_SSFV,9841,2.5367,3.9318,-0.084320,0,1,1
09:00,CON_SSFV,9842,2.6042,4.0365,0.086565,0,1,1
09:00,CON_SSFV,9843,2.6636,4.1286,0.088541,0,1,1
09:00,CON_SSFV,9844,2.4772,3.8397,0.082343,0,1,1
09:00,CON_SSFV,9944,0.5993,0.9290,0.019921,0,1,1
09:00,CON_SSFV,9945,0.5993,0.9290,0.019921,0,1,1
09:00,CON_SSFV,9946,0.5993,0.9290,0.019921,0,1,1
